$/MWh,datetime
101.92,2023-02-21 08:30:00
110.35,2023-02-21 09:00:00
169.18,2023-02-21 09:30:00
221.82,2023-02-21 10:00:00
183.21,2023-02-21 10:30:00
229.77,2023-02-21 11:00:00
248.32,2023-02-21 11:30:00
270.84,2023-02-21 12:00:00
267.13,2023-02-21 12:30:00
245.04,2023-02-21 13:00:00
251.18,2023-02-21 13:30:00
240.92,2023-02-21 14:00:00
216.47,2023-02-21 14:30:00
255.74,2023-02-21 15:00:00
275.34,2023-02-21 15:30:00
284.7,2023-02-21 16:00:00
254.24,2023-02-21 16:30:00
266.68,2023-02-21 17:00:00
284.4,2023-02-21 17:30:00
273.21,2023-02-21 18:00:00
268.98,2023-02-21 18:30:00
253.27,2023-02-21 19:00:00
228.85,2023-02-21 19:30:00
234.28,2023-02-21 20:00:00
282.7,2023-02-21 20:30:00
280.43,2023-02-21 21:00:00
267.41,2023-02-21 21:30:00
203.91,2023-02-21 22:00:00
156.98,2023-02-21 22:30:00
265.8,2023-02-21 23:00:00
182.07,2023-02-21 23:30:00
142.91,2023-02-22 00:00:00
233.04,2023-02-22 00:30:00
274.59,2023-02-22 01:00:00
235.84,2023-02-22 01:30:00
222.43,2023-02-22 02:00:00
205.74,2023-02-22 02:30:00
209.78,2023-02-22 03:00:00
198.32,2023-02-22 03:30:00
189.0,2023-02-22 04:00:00
196.82,2023-02-22 04:30:00
234.38,2023-02-22 05:00:00
257.79,2023-02-22 05:30:00
201.7,2023-02-22 06:00:00
278.35,2023-02-22 06:30:00
327.62,2023-02-22 07:00:00
290.87,2023-02-22 07:30:00
308.85,2023-02-22 08:00:00
317.66,2023-02-22 08:30:00
331.87,2023-02-22 09:00:00
281.84,2023-02-22 09:30:00
309.94,2023-02-22 10:00:00
242.42,2023-02-22 10:30:00
246.66,2023-02-22 11:00:00
225.42,2023-02-22 11:30:00
198.01,2023-02-22 12:00:00
20.41,2023-02-22 12:30:00
14.26,2023-02-22 13:00:00
7.45,2023-02-22 13:30:00
4.47,2023-02-22 14:00:00
2.32,2023-02-22 14:30:00
151.76,2023-02-22 15:00:00
206.96,2023-02-22 15:30:00
236.85,2023-02-22 16:00:00
260.75,2023-02-22 16:30:00
278.89,2023-02-22 17:00:00
307.53,2023-02-22 17:30:00
290.86,2023-02-22 18:00:00
285.09,2023-02-22 18:30:00
279.55,2023-02-22 19:00:00
276.31,2023-02-22 19:30:00
278.28,2023-02-22 20:00:00
280.03,2023-02-22 20:30:00
317.43,2023-02-22 21:00:00
276.57,2023-02-22 21:30:00
257.81,2023-02-22 22:00:00
246.28,2023-02-22 22:30:00
238.05,2023-02-22 23:00:00
209.13,2023-02-22 23:30:00
110.13,2023-02-23 00:00:00
43.18,2023-02-23 00:30:00
103.22,2023-02-23 01:00:00
104.39,2023-02-23 01:30:00
103.07,2023-02-23 02:00:00
102.1,2023-02-23 02:30:00
89.45,2023-02-23 03:00:00
101.08,2023-02-23 03:30:00
100.97,2023-02-23 04:00:00
95.86,2023-02-23 04:30:00
139.67,2023-02-23 05:00:00
154.56,2023-02-23 05:30:00
167.35,2023-02-23 06:00:00
111.25,2023-02-23 06:30:00
148.01,2023-02-23 07:00:00
183.17,2023-02-23 07:30:00
246.54,2023-02-23 08:00:00
281.55,2023-02-23 08:30:00
195.76,2023-02-23 09:00:00
225.41,2023-02-23 09:30:00
198.83,2023-02-23 10:00:00
215.02,2023-02-23 10:30:00
219.77,2023-02-23 11:00:00
234.79,2023-02-23 11:30:00
199.94,2023-02-23 12:00:00
174.34,2023-02-23 12:30:00
148.32,2023-02-23 13:00:00
115.51,2023-02-23 13:30:00
57.91,2023-02-23 14:00:00
11.53,2023-02-23 14:30:00
70.24,2023-02-23 15:00:00
90.25,2023-02-23 15:30:00
130.52,2023-02-23 16:00:00
133.75,2023-02-23 16:30:00
117.0,2023-02-23 17:00:00
155.93,2023-02-23 17:30:00
235.32,2023-02-23 18:00:00
201.93,2023-02-23 18:30:00
276.43,2023-02-23 19:00:00
195.67,2023-02-23 19:30:00
212.46,2023-02-23 20:00:00
219.6,2023-02-23 20:30:00
246.87,2023-02-23 21:00:00
278.32,2023-02-23 21:30:00
226.35,2023-02-23 22:00:00
253.46,2023-02-23 22:30:00
240.64,2023-02-23 23:00:00
175.53,2023-02-23 23:30:00
137.23,2023-02-24 00:00:00
165.55,2023-02-24 00:30:00
134.29,2023-02-24 01:00:00
128.48,2023-02-24 01:30:00
88.53,2023-02-24 02:00:00
79.11,2023-02-24 02:30:00
81.06,2023-02-24 03:00:00
83.05,2023-02-24 03:30:00
83.1,2023-02-24 04:00:00
82.43,2023-02-24 04:30:00
43.69,2023-02-24 05:00:00
100.19,2023-02-24 05:30:00
114.85,2023-02-24 06:00:00
96.08,2023-02-24 06:30:00
111.16,2023-02-24 07:00:00
207.89,2023-02-24 07:30:00
260.85,2023-02-24 08:00:00
208.64,2023-02-24 08:30:00
176.74,2023-02-24 09:00:00
179.29,2023-02-24 09:30:00
146.46,2023-02-24 10:00:00
170.95,2023-02-24 10:30:00
158.26,2023-02-24 11:00:00
164.5,2023-02-24 11:30:00
149.52,2023-02-24 12:00:00
154.23,2023-02-24 12:30:00
153.14,2023-02-24 13:00:00
155.93,2023-02-24 13:30:00
146.44,2023-02-24 14:00:00
139.46,2023-02-24 14:30:00
144.62,2023-02-24 15:00:00
142.35,2023-02-24 15:30:00
147.78,2023-02-24 16:00:00
136.51,2023-02-24 16:30:00
155.25,2023-02-24 17:00:00
205.04,2023-02-24 17:30:00
156.12,2023-02-24 18:00:00
156.39,2023-02-24 18:30:00
158.12,2023-02-24 19:00:00
154.39,2023-02-24 19:30:00
172.58,2023-02-24 20:00:00
180.59,2023-02-24 20:30:00
228.44,2023-02-24 21:00:00
222.78,2023-02-24 21:30:00
127.73,2023-02-24 22:00:00
154.25,2023-02-24 22:30:00
157.62,2023-02-24 23:00:00
232.6,2023-02-24 23:30:00
259.72,2023-02-25 00:00:00
201.74,2023-02-25 00:30:00
102.98,2023-02-25 01:00:00
151.58,2023-02-25 01:30:00
137.6,2023-02-25 02:00:00
95.46,2023-02-25 02:30:00
105.53,2023-02-25 03:00:00
101.44,2023-02-25 03:30:00
93.59,2023-02-25 04:00:00
66.8,2023-02-25 04:30:00
36.82,2023-02-25 05:00:00
29.89,2023-02-25 05:30:00
46.25,2023-02-25 06:00:00
45.42,2023-02-25 06:30:00
69.55,2023-02-25 07:00:00
0.03,2023-02-25 07:30:00
0.03,2023-02-25 08:00:00
51.13,2023-02-25 08:30:00
75.96,2023-02-25 09:00:00
0.03,2023-02-25 09:30:00
0.03,2023-02-25 10:00:00
0.03,2023-02-25 10:30:00
0.03,2023-02-25 11:00:00
0.03,2023-02-25 11:30:00
0.03,2023-02-25 12:00:00
0.03,2023-02-25 12:30:00
0.03,2023-02-25 13:00:00
0.03,2023-02-25 13:30:00
0.03,2023-02-25 14:00:00
0.03,2023-02-25 14:30:00
0.03,2023-02-25 15:00:00
0.03,2023-02-25 15:30:00
0.03,2023-02-25 16:00:00
0.03,2023-02-25 16:30:00
0.03,2023-02-25 17:00:00
0.03,2023-02-25 17:30:00
0.03,2023-02-25 18:00:00
0.03,2023-02-25 18:30:00
0.03,2023-02-25 19:00:00
0.03,2023-02-25 19:30:00
0.03,2023-02-25 20:00:00
0.03,2023-02-25 20:30:00
0.03,2023-02-25 21:00:00
0.03,2023-02-25 21:30:00
0.03,2023-02-25 22:00:00
0.03,2023-02-25 22:30:00
0.03,2023-02-25 23:00:00
0.03,2023-02-25 23:30:00
0.03,2023-02-26 00:00:00
0.03,2023-02-26 00:30:00
0.03,2023-02-26 01:00:00
0.03,2023-02-26 01:30:00
0.03,2023-02-26 02:00:00
0.03,2023-02-26 02:30:00
0.03,2023-02-26 03:00:00
0.03,2023-02-26 03:30:00
0.03,2023-02-26 04:00:00
0.03,2023-02-26 04:30:00
0.03,2023-02-26 05:00:00
0.03,2023-02-26 05:30:00
0.03,2023-02-26 06:00:00
0.03,2023-02-26 06:30:00
0.03,2023-02-26 07:00:00
0.03,2023-02-26 07:30:00
0.03,2023-02-26 08:00:00
0.03,2023-02-26 08:30:00
0.03,2023-02-26 09:00:00
0.03,2023-02-26 09:30:00
0.03,2023-02-26 10:00:00
0.03,2023-02-26 10:30:00
0.03,2023-02-26 11:00:00
0.03,2023-02-26 11:30:00
0.03,2023-02-26 12:00:00
0.09,2023-02-26 12:30:00
0.12,2023-02-26 13:00:00
0.03,2023-02-26 13:30:00
0.03,2023-02-26 14:00:00
0.03,2023-02-26 14:30:00
0.03,2023-02-26 15:00:00
0.03,2023-02-26 15:30:00
0.03,2023-02-26 16:00:00
0.15,2023-02-26 16:30:00
0.03,2023-02-26 17:00:00
0.03,2023-02-26 17:30:00
0.03,2023-02-26 18:00:00
0.03,2023-02-26 18:30:00
0.03,2023-02-26 19:00:00
0.03,2023-02-26 19:30:00
0.03,2023-02-26 20:00:00
0.03,2023-02-26 20:30:00
0.03,2023-02-26 21:00:00
0.03,2023-02-26 21:30:00
168.4,2023-02-26 22:00:00
126.44,2023-02-26 22:30:00
200.24,2023-02-26 23:00:00
158.84,2023-02-26 23:30:00
201.64,2023-02-27 00:00:00
214.13,2023-02-27 00:30:00
211.3,2023-02-27 01:00:00
173.58,2023-02-27 01:30:00
125.39,2023-02-27 02:00:00
159.7,2023-02-27 02:30:00
158.55,2023-02-27 03:00:00
143.68,2023-02-27 03:30:00
164.4,2023-02-27 04:00:00
179.52,2023-02-27 04:30:00
233.22,2023-02-27 05:00:00
174.67,2023-02-27 05:30:00
217.7,2023-02-27 06:00:00
132.3,2023-02-27 06:30:00
193.29,2023-02-27 07:00:00
76.32,2023-02-27 07:30:00
169.08,2023-02-27 08:00:00
176.11,2023-02-27 08:30:00
165.23,2023-02-27 09:00:00
152.84,2023-02-27 09:30:00
165.38,2023-02-27 10:00:00
186.72,2023-02-27 10:30:00
186.7,2023-02-27 11:00:00
186.68,2023-02-27 11:30:00
178.3,2023-02-27 12:00:00
163.67,2023-02-27 12:30:00
199.4,2023-02-27 13:00:00
197.56,2023-02-27 13:30:00
194.89,2023-02-27 14:00:00
160.79,2023-02-27 14:30:00
159.0,2023-02-27 15:00:00
164.81,2023-02-27 15:30:00
173.97,2023-02-27 16:00:00
192.38,2023-02-27 16:30:00
133.4,2023-02-27 17:00:00
202.99,2023-02-27 17:30:00
198.18,2023-02-27 18:00:00
197.97,2023-02-27 18:30:00
185.63,2023-02-27 19:00:00
176.43,2023-02-27 19:30:00
229.71,2023-02-27 20:00:00
165.87,2023-02-27 20:30:00
204.66,2023-02-27 21:00:00
203.87,2023-02-27 21:30:00
236.15,2023-02-27 22:00:00
233.2,2023-02-27 22:30:00
267.11,2023-02-27 23:00:00
226.09,2023-02-27 23:30:00
234.44,2023-02-28 00:00:00
251.12,2023-02-28 00:30:00
262.91,2023-02-28 01:00:00
258.6,2023-02-28 01:30:00
252.06,2023-02-28 02:00:00
224.16,2023-02-28 02:30:00
217.16,2023-02-28 03:00:00
220.7,2023-02-28 03:30:00
223.51,2023-02-28 04:00:00
229.28,2023-02-28 04:30:00
191.84,2023-02-28 05:00:00
129.96,2023-02-28 05:30:00
262.71,2023-02-28 06:00:00
207.28,2023-02-28 06:30:00
228.26,2023-02-28 07:00:00
224.6,2023-02-28 07:30:00
206.6,2023-02-28 08:00:00
182.88,2023-02-28 08:30:00
192.77,2023-02-28 09:00:00
218.42,2023-02-28 09:30:00
208.49,2023-02-28 10:00:00
216.79,2023-02-28 10:30:00
223.93,2023-02-28 11:00:00
190.02,2023-02-28 11:30:00
196.58,2023-02-28 12:00:00
195.5,2023-02-28 12:30:00
197.82,2023-02-28 13:00:00
198.07,2023-02-28 13:30:00
193.2,2023-02-28 14:00:00
181.09,2023-02-28 14:30:00
172.66,2023-02-28 15:00:00
176.88,2023-02-28 15:30:00
204.01,2023-02-28 16:00:00
174.74,2023-02-28 16:30:00
204.18,2023-02-28 17:00:00
230.09,2023-02-28 17:30:00
227.24,2023-02-28 18:00:00
234.56,2023-02-28 18:30:00
225.72,2023-02-28 19:00:00
222.62,2023-02-28 19:30:00
226.98,2023-02-28 20:00:00
253.55,2023-02-28 20:30:00
248.07,2023-02-28 21:00:00
240.57,2023-02-28 21:30:00
219.62,2023-02-28 22:00:00
217.78,2023-02-28 22:30:00
227.34,2023-02-28 23:00:00
256.84,2023-02-28 23:30:00
167.0,2023-03-01 00:00:00
143.71,2023-03-01 00:30:00
302.01,2023-03-01 01:00:00
203.92,2023-03-01 01:30:00
192.72,2023-03-01 02:00:00
192.72,2023-03-01 02:30:00
182.58,2023-03-01 03:00:00
202.97,2023-03-01 03:30:00
207.63,2023-03-01 04:00:00
200.09,2023-03-01 04:30:00
228.33,2023-03-01 05:00:00
199.64,2023-03-01 05:30:00
158.61,2023-03-01 06:00:00
199.6,2023-03-01 06:30:00
236.84,2023-03-01 07:00:00
260.08,2023-03-01 07:30:00
234.18,2023-03-01 08:00:00
195.16,2023-03-01 08:30:00
162.93,2023-03-01 09:00:00
161.19,2023-03-01 09:30:00
154.51,2023-03-01 10:00:00
161.7,2023-03-01 10:30:00
190.0,2023-03-01 11:00:00
191.46,2023-03-01 11:30:00
180.26,2023-03-01 12:00:00
188.26,2023-03-01 12:30:00
200.84,2023-03-01 13:00:00
179.16,2023-03-01 13:30:00
192.43,2023-03-01 14:00:00
202.87,2023-03-01 14:30:00
206.23,2023-03-01 15:00:00
161.35,2023-03-01 15:30:00
192.62,2023-03-01 16:00:00
223.18,2023-03-01 16:30:00
204.6,2023-03-01 17:00:00
206.78,2023-03-01 17:30:00
208.04,2023-03-01 18:00:00
209.73,2023-03-01 18:30:00
218.93,2023-03-01 19:00:00
201.44,2023-03-01 19:30:00
226.44,2023-03-01 20:00:00
245.43,2023-03-01 20:30:00
250.52,2023-03-01 21:00:00
230.06,2023-03-01 21:30:00
211.93,2023-03-01 22:00:00
193.64,2023-03-01 22:30:00
152.12,2023-03-01 23:00:00
164.31,2023-03-01 23:30:00
206.1,2023-03-02 00:00:00
179.05,2023-03-02 00:30:00
170.26,2023-03-02 01:00:00
230.73,2023-03-02 01:30:00
229.93,2023-03-02 02:00:00
203.09,2023-03-02 02:30:00
211.54,2023-03-02 03:00:00
175.1,2023-03-02 03:30:00
171.77,2023-03-02 04:00:00
196.11,2023-03-02 04:30:00
200.07,2023-03-02 05:00:00
204.58,2023-03-02 05:30:00
170.21,2023-03-02 06:00:00
94.81,2023-03-02 06:30:00
189.45,2023-03-02 07:00:00
195.96,2023-03-02 07:30:00
177.6,2023-03-02 08:00:00
243.51,2023-03-02 08:30:00
200.6,2023-03-02 09:00:00
213.74,2023-03-02 09:30:00
211.9,2023-03-02 10:00:00
193.81,2023-03-02 10:30:00
183.06,2023-03-02 11:00:00
181.37,2023-03-02 11:30:00
173.67,2023-03-02 12:00:00
177.68,2023-03-02 12:30:00
185.4,2023-03-02 13:00:00
181.74,2023-03-02 13:30:00
213.66,2023-03-02 14:00:00
244.01,2023-03-02 14:30:00
208.65,2023-03-02 15:00:00
242.93,2023-03-02 15:30:00
265.47,2023-03-02 16:00:00
277.1,2023-03-02 16:30:00
237.95,2023-03-02 17:00:00
272.13,2023-03-02 17:30:00
285.65,2023-03-02 18:00:00
276.04,2023-03-02 18:30:00
277.17,2023-03-02 19:00:00
247.7,2023-03-02 19:30:00
240.44,2023-03-02 20:00:00
122.38,2023-03-02 20:30:00
268.34,2023-03-02 21:00:00
238.87,2023-03-02 21:30:00
206.47,2023-03-02 22:00:00
171.33,2023-03-02 22:30:00
224.8,2023-03-02 23:00:00
197.49,2023-03-02 23:30:00
222.73,2023-03-03 00:00:00
208.28,2023-03-03 00:30:00
247.41,2023-03-03 01:00:00
238.58,2023-03-03 01:30:00
240.59,2023-03-03 02:00:00
238.07,2023-03-03 02:30:00
247.25,2023-03-03 03:00:00
258.16,2023-03-03 03:30:00
252.46,2023-03-03 04:00:00
259.25,2023-03-03 04:30:00
245.38,2023-03-03 05:00:00
210.84,2023-03-03 05:30:00
194.86,2023-03-03 06:00:00
246.0,2023-03-03 06:30:00
253.73,2023-03-03 07:00:00
228.36,2023-03-03 07:30:00
211.15,2023-03-03 08:00:00
196.69,2023-03-03 08:30:00
191.67,2023-03-03 09:00:00
196.23,2023-03-03 09:30:00
209.28,2023-03-03 10:00:00
245.19,2023-03-03 10:30:00
247.65,2023-03-03 11:00:00
248.52,2023-03-03 11:30:00
243.66,2023-03-03 12:00:00
243.21,2023-03-03 12:30:00
254.7,2023-03-03 13:00:00
238.94,2023-03-03 13:30:00
241.25,2023-03-03 14:00:00
222.49,2023-03-03 14:30:00
228.64,2023-03-03 15:00:00
244.99,2023-03-03 15:30:00
247.66,2023-03-03 16:00:00
251.3,2023-03-03 16:30:00
251.5,2023-03-03 17:00:00
253.46,2023-03-03 17:30:00
257.41,2023-03-03 18:00:00
264.12,2023-03-03 18:30:00
265.14,2023-03-03 19:00:00
268.63,2023-03-03 19:30:00
273.2,2023-03-03 20:00:00
261.67,2023-03-03 20:30:00
275.86,2023-03-03 21:00:00
260.1,2023-03-03 21:30:00
254.32,2023-03-03 22:00:00
257.4,2023-03-03 22:30:00
278.14,2023-03-03 23:00:00
244.85,2023-03-03 23:30:00
261.01,2023-03-04 00:00:00
226.6,2023-03-04 00:30:00
213.36,2023-03-04 01:00:00
260.47,2023-03-04 01:30:00
273.08,2023-03-04 02:00:00
264.47,2023-03-04 02:30:00
234.41,2023-03-04 03:00:00
202.74,2023-03-04 03:30:00
149.47,2023-03-04 04:00:00
145.63,2023-03-04 04:30:00
163.14,2023-03-04 05:00:00
84.99,2023-03-04 05:30:00
162.89,2023-03-04 06:00:00
208.78,2023-03-04 06:30:00
138.21,2023-03-04 07:00:00
148.64,2023-03-04 07:30:00
221.28,2023-03-04 08:00:00
265.44,2023-03-04 08:30:00
248.13,2023-03-04 09:00:00
262.47,2023-03-04 09:30:00
254.62,2023-03-04 10:00:00
250.79,2023-03-04 10:30:00
230.37,2023-03-04 11:00:00
232.63,2023-03-04 11:30:00
226.99,2023-03-04 12:00:00
227.89,2023-03-04 12:30:00
234.65,2023-03-04 13:00:00
224.11,2023-03-04 13:30:00
221.7,2023-03-04 14:00:00
212.93,2023-03-04 14:30:00
216.48,2023-03-04 15:00:00
213.68,2023-03-04 15:30:00
219.35,2023-03-04 16:00:00
235.35,2023-03-04 16:30:00
250.54,2023-03-04 17:00:00
259.05,2023-03-04 17:30:00
204.15,2023-03-04 18:00:00
204.41,2023-03-04 18:30:00
184.23,2023-03-04 19:00:00
258.08,2023-03-04 19:30:00
261.41,2023-03-04 20:00:00
246.87,2023-03-04 20:30:00
274.91,2023-03-04 21:00:00
254.07,2023-03-04 21:30:00
238.45,2023-03-04 22:00:00
250.47,2023-03-04 22:30:00
238.19,2023-03-04 23:00:00
185.04,2023-03-04 23:30:00
159.93,2023-03-05 00:00:00
256.72,2023-03-05 00:30:00
275.4,2023-03-05 01:00:00
266.17,2023-03-05 01:30:00
234.0,2023-03-05 02:00:00
154.7,2023-03-05 02:30:00
153.48,2023-03-05 03:00:00
190.77,2023-03-05 03:30:00
152.07,2023-03-05 04:00:00
122.35,2023-03-05 04:30:00
122.66,2023-03-05 05:00:00
151.93,2023-03-05 05:30:00
170.33,2023-03-05 06:00:00
198.74,2023-03-05 06:30:00
162.88,2023-03-05 07:00:00
178.54,2023-03-05 07:30:00
218.53,2023-03-05 08:00:00
195.86,2023-03-05 08:30:00
238.67,2023-03-05 09:00:00
231.31,2023-03-05 09:30:00
264.43,2023-03-05 10:00:00
249.08,2023-03-05 10:30:00
257.83,2023-03-05 11:00:00
251.88,2023-03-05 11:30:00
271.92,2023-03-05 12:00:00
229.16,2023-03-05 12:30:00
213.63,2023-03-05 13:00:00
207.38,2023-03-05 13:30:00
209.57,2023-03-05 14:00:00
189.42,2023-03-05 14:30:00
202.29,2023-03-05 15:00:00
203.76,2023-03-05 15:30:00
204.89,2023-03-05 16:00:00
198.91,2023-03-05 16:30:00
206.27,2023-03-05 17:00:00
242.72,2023-03-05 17:30:00
242.07,2023-03-05 18:00:00
242.93,2023-03-05 18:30:00
230.96,2023-03-05 19:00:00
225.06,2023-03-05 19:30:00
220.55,2023-03-05 20:00:00
226.58,2023-03-05 20:30:00
244.62,2023-03-05 21:00:00
213.52,2023-03-05 21:30:00
150.18,2023-03-05 22:00:00
104.28,2023-03-05 22:30:00
136.02,2023-03-05 23:00:00
299.39,2023-03-05 23:30:00
228.58,2023-03-06 00:00:00
155.2,2023-03-06 00:30:00
147.7,2023-03-06 01:00:00
147.16,2023-03-06 01:30:00
143.96,2023-03-06 02:00:00
145.56,2023-03-06 02:30:00
212.24,2023-03-06 03:00:00
160.44,2023-03-06 03:30:00
168.21,2023-03-06 04:00:00
192.56,2023-03-06 04:30:00
182.67,2023-03-06 05:00:00
206.07,2023-03-06 05:30:00
171.76,2023-03-06 06:00:00
186.09,2023-03-06 06:30:00
187.36,2023-03-06 07:00:00
257.29,2023-03-06 07:30:00
248.31,2023-03-06 08:00:00
247.77,2023-03-06 08:30:00
224.9,2023-03-06 09:00:00
220.32,2023-03-06 09:30:00
210.56,2023-03-06 10:00:00
205.75,2023-03-06 10:30:00
216.71,2023-03-06 11:00:00
213.24,2023-03-06 11:30:00
221.18,2023-03-06 12:00:00
224.53,2023-03-06 12:30:00
219.36,2023-03-06 13:00:00
199.9,2023-03-06 13:30:00
119.65,2023-03-06 14:00:00
103.58,2023-03-06 14:30:00
169.48,2023-03-06 15:00:00
167.09,2023-03-06 15:30:00
148.66,2023-03-06 16:00:00
151.13,2023-03-06 16:30:00
174.83,2023-03-06 17:00:00
196.59,2023-03-06 17:30:00
201.32,2023-03-06 18:00:00
211.34,2023-03-06 18:30:00
196.32,2023-03-06 19:00:00
203.78,2023-03-06 19:30:00
204.11,2023-03-06 20:00:00
203.49,2023-03-06 20:30:00
198.09,2023-03-06 21:00:00
229.07,2023-03-06 21:30:00
225.41,2023-03-06 22:00:00
229.8,2023-03-06 22:30:00
221.54,2023-03-06 23:00:00
208.51,2023-03-06 23:30:00
232.4,2023-03-07 00:00:00
225.38,2023-03-07 00:30:00
230.5,2023-03-07 01:00:00
249.79,2023-03-07 01:30:00
246.37,2023-03-07 02:00:00
240.37,2023-03-07 02:30:00
245.07,2023-03-07 03:00:00
236.04,2023-03-07 03:30:00
237.72,2023-03-07 04:00:00
228.84,2023-03-07 04:30:00
204.1,2023-03-07 05:00:00
230.72,2023-03-07 05:30:00
239.79,2023-03-07 06:00:00
256.16,2023-03-07 06:30:00
244.53,2023-03-07 07:00:00
247.76,2023-03-07 07:30:00
232.48,2023-03-07 08:00:00
237.94,2023-03-07 08:30:00
223.97,2023-03-07 09:00:00
216.14,2023-03-07 09:30:00
220.87,2023-03-07 10:00:00
187.89,2023-03-07 10:30:00
175.2,2023-03-07 11:00:00
174.46,2023-03-07 11:30:00
173.9,2023-03-07 12:00:00
170.03,2023-03-07 12:30:00
197.99,2023-03-07 13:00:00
165.68,2023-03-07 13:30:00
161.87,2023-03-07 14:00:00
166.26,2023-03-07 14:30:00
174.24,2023-03-07 15:00:00
184.7,2023-03-07 15:30:00
165.87,2023-03-07 16:00:00
156.61,2023-03-07 16:30:00
131.56,2023-03-07 17:00:00
172.95,2023-03-07 17:30:00
151.37,2023-03-07 18:00:00
208.38,2023-03-07 18:30:00
217.48,2023-03-07 19:00:00
218.81,2023-03-07 19:30:00
216.89,2023-03-07 20:00:00
218.03,2023-03-07 20:30:00
241.3,2023-03-07 21:00:00
220.37,2023-03-07 21:30:00
188.79,2023-03-07 22:00:00
165.99,2023-03-07 22:30:00
206.89,2023-03-07 23:00:00
158.29,2023-03-07 23:30:00
188.76,2023-03-08 00:00:00
145.38,2023-03-08 00:30:00
155.13,2023-03-08 01:00:00
120.23,2023-03-08 01:30:00
114.82,2023-03-08 02:00:00
108.53,2023-03-08 02:30:00
127.29,2023-03-08 03:00:00
140.5,2023-03-08 03:30:00
151.4,2023-03-08 04:00:00
176.16,2023-03-08 04:30:00
153.73,2023-03-08 05:00:00
152.75,2023-03-08 05:30:00
134.86,2023-03-08 06:00:00
156.03,2023-03-08 06:30:00
151.67,2023-03-08 07:00:00
186.42,2023-03-08 07:30:00
184.01,2023-03-08 08:00:00
181.35,2023-03-08 08:30:00
170.25,2023-03-08 09:00:00
166.38,2023-03-08 09:30:00
102.81,2023-03-08 10:00:00
94.96,2023-03-08 10:30:00
159.35,2023-03-08 11:00:00
161.68,2023-03-08 11:30:00
153.58,2023-03-08 12:00:00
139.88,2023-03-08 12:30:00
159.65,2023-03-08 13:00:00
154.18,2023-03-08 13:30:00
176.55,2023-03-08 14:00:00
181.66,2023-03-08 14:30:00
186.6,2023-03-08 15:00:00
189.06,2023-03-08 15:30:00
188.24,2023-03-08 16:00:00
180.99,2023-03-08 16:30:00
184.78,2023-03-08 17:00:00
191.52,2023-03-08 17:30:00
196.68,2023-03-08 18:00:00
204.48,2023-03-08 18:30:00
201.21,2023-03-08 19:00:00
221.03,2023-03-08 19:30:00
243.96,2023-03-08 20:00:00
227.1,2023-03-08 20:30:00
209.24,2023-03-08 21:00:00
193.66,2023-03-08 21:30:00
146.12,2023-03-08 22:00:00
157.89,2023-03-08 22:30:00
207.02,2023-03-08 23:00:00
159.47,2023-03-08 23:30:00
103.11,2023-03-09 00:00:00
186.81,2023-03-09 00:30:00
239.46,2023-03-09 01:00:00
155.98,2023-03-09 01:30:00
187.36,2023-03-09 02:00:00
129.26,2023-03-09 02:30:00
154.78,2023-03-09 03:00:00
206.31,2023-03-09 03:30:00
182.23,2023-03-09 04:00:00
182.89,2023-03-09 04:30:00
193.59,2023-03-09 05:00:00
215.66,2023-03-09 05:30:00
160.69,2023-03-09 06:00:00
170.66,2023-03-09 06:30:00
167.43,2023-03-09 07:00:00
192.0,2023-03-09 07:30:00
196.66,2023-03-09 08:00:00
183.58,2023-03-09 08:30:00
156.4,2023-03-09 09:00:00
156.31,2023-03-09 09:30:00
136.24,2023-03-09 10:00:00
152.5,2023-03-09 10:30:00
184.72,2023-03-09 11:00:00
178.05,2023-03-09 11:30:00
166.65,2023-03-09 12:00:00
107.5,2023-03-09 12:30:00
139.01,2023-03-09 13:00:00
134.42,2023-03-09 13:30:00
162.22,2023-03-09 14:00:00
158.67,2023-03-09 14:30:00
160.97,2023-03-09 15:00:00
188.75,2023-03-09 15:30:00
197.04,2023-03-09 16:00:00
161.16,2023-03-09 16:30:00
163.65,2023-03-09 17:00:00
197.21,2023-03-09 17:30:00
210.51,2023-03-09 18:00:00
207.62,2023-03-09 18:30:00
208.49,2023-03-09 19:00:00
209.31,2023-03-09 19:30:00
212.94,2023-03-09 20:00:00
239.81,2023-03-09 20:30:00
252.37,2023-03-09 21:00:00
205.28,2023-03-09 21:30:00
263.56,2023-03-09 22:00:00
185.02,2023-03-09 22:30:00
126.66,2023-03-09 23:00:00
86.13,2023-03-09 23:30:00
176.32,2023-03-10 00:00:00
196.58,2023-03-10 00:30:00
207.51,2023-03-10 01:00:00
260.69,2023-03-10 01:30:00
202.49,2023-03-10 02:00:00
197.52,2023-03-10 02:30:00
157.12,2023-03-10 03:00:00
145.84,2023-03-10 03:30:00
143.26,2023-03-10 04:00:00
193.54,2023-03-10 04:30:00
213.14,2023-03-10 05:00:00
211.35,2023-03-10 05:30:00
136.64,2023-03-10 06:00:00
150.1,2023-03-10 06:30:00
233.5,2023-03-10 07:00:00
267.67,2023-03-10 07:30:00
216.74,2023-03-10 08:00:00
222.86,2023-03-10 08:30:00
212.56,2023-03-10 09:00:00
237.77,2023-03-10 09:30:00
224.25,2023-03-10 10:00:00
209.87,2023-03-10 10:30:00
196.25,2023-03-10 11:00:00
